C05488	11-Deoxycortisol
C07089	5-Chloro-2-hydroxymuconic semialdehyde
C01487	D-Allose
C11132	2-Methoxyestrone 3-glucuronide
C19154	7,8-Didemethyl-8-hydroxy-5-deazariboflavin
C12385	Premithramycin A2'
C10164	Picolinic acid
C05752	Octanoyl-[acp]
C00104	IDP
C05235	Hydroxyacetone
C06802	Acarbose
C01274	5-Formyl-5,6,7,8-tetrahydromethanopterin
C15652	Neomycin C
C00319	Sphingosine
C00777	Retinoate
C16635	5'-Deoxy-5-fluorocytidine
C05484	Pregnanediol
C01101	L-Ribulose 5-phosphate
C00755	4-Hydroxy-3-methoxy-benzaldehyde
C05662	Homoisocitrate
C11785	Normorphine
C01708	Hemoglobin
C06055	O-Phospho-4-hydroxy-L-threonine
C21156	Acarbose 7IV-phosphate
C15978	2-Methyl-1-hydroxybutyl-ThPP
C15524	Phenylglyoxylyl-CoA
C11921	dTDP-L-oleandrose
C01454	Toluate
C04506	Protein C-terminal S-farnesyl-L-cysteine
C15782	Delta7-Avenasterol
C00979	O-Acetyl-L-serine
C18054	2-Amino-2-deoxyisochorismate
C00180	Benzoate
C00817	D-Altronate
C02505	2-Phenylacetamide
C00439	N-Formimino-L-glutamate
C00697	Nitrogen
C06581	2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate
C00973	Cyclomaltodextrin
C05766	Uroporphyrinogen I
C00468	Estrone
C11908	3,6-Dideoxy-3-oxo-dTDP-D-glucose
C06688	Rifampicin
C03845	5alpha-Cholest-8-en-3beta-ol
C05190	6-Hydroxyprotopine
C20699	6''-O-Carbamoylkanamycin A
C20083	CMP-pseudaminic acid
C05764	Hexadecanoyl-[acp]
C00606	3-Sulfino-L-alanine
C14777	12(S)-HETE
C04525	Fecosterol
C16621	1-Methyl-4-nitroimidazole
C03283	L-2,4-Diaminobutanoate
C00956	L-2-Aminoadipate
C06250	Holo-[carboxylase]
C18870	Selenodiglutathione
C11993	10-Deoxymethynolide
C06081	Polyprenol
C05298	2-Hydroxyestrone
C22068	H. pylori KDO2-lipid IVA
C21014	[Protein]-pentosidine
C05189	Protopine
C05674	CMP-N-trimethyl-2-aminoethylphosphonate
C06006	(S)-2-Aceto-2-hydroxybutanoate
C14156	delta-Tocotrienol
C16075	(Z)-Phenylacetaldehyde oxime
C07094	3,6-Dichlorocatechol
C17705	Antibiotic JI-20B
C01355	Fructan
C01788	CDP-abequose
C06213	N-Methyltryptamine
C19715	N,N-Dihydroxy-L-phenylalanine
C00888	Pentanoyl-CoA
C18911	(R)-4-Phosphopantoate
C05852	2-Hydroxyphenylacetate
C21570	4-Methoxy-2,2'-bipyrrole-5-carbaldehyde
C00887	Nitrous oxide
C01218	6-Phospho-2-dehydro-D-gluconate
C00283	Hydrogen sulfide
C01097	D-Tagatose 6-phosphate
C17339	4-Cholesten-7alpha,12alpha-diol-3-one
C00714	Pectin
C02880	Protochlorophyllide
C05647	Formyl-5-hydroxykynurenamine
C20121	trans,trans-Farnesyl phosphate
C00522	(R)-Pantoate
C00153	Nicotinamide
C00665	beta-D-Fructose 2,6-bisphosphate
C00527	Glutaryl-CoA
C06027	L-erythro-3-Methylmalyl-CoA
C02737	Phosphatidylserine
C05109	24,25-Dihydrolanosterol
C00704	O2.-
C15814	Thiocarboxy-[sulfur-carrier protein]
C12319	dTDP-3-amino-2,3,6-trideoxy-C-methyl-D-erythro-hexopyranos-4-ulose
C02325	Sinapyl alcohol
C21484	1-Octadecanoyl-sn-glycero-3-phosphoethanolamine
C21107	4-(beta-D-Ribofuranosyl)phenol 5'-phosphate
C02359	2-Fluorobenzoate
C00550	Sphingomyelin
C15887	3',4'-Dihydrorhodovibrin
C00064	L-Glutamine
C05295	19-Oxotestosterone
C11857	Gibberellin A12
C06192	ADP-mannose
C19872	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine
C01177	Inositol 1-phosphate
C17343	(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
C03219	(E)-2-Methylpropanal oxime
C06613	trans-3-Chloroallyl aldehyde
C03296	N2-Succinyl-L-arginine
C21953	(8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosahexaenoyl-CoA
C17541	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-(glycyl)-D-alanyl-D-alanine
C18325	Feruloylagmatine
C00431	5-Aminopentanoate
C05840	Iminoaspartate
C16334	3-Oxo-OPC6-CoA
C18034	dTDP-D-forosamine
C21311	3-(4-Hydroxyphenyl)-3-oxopropanoyl-[pcp]
C00521	(-)-Limonene
C00253	Nicotinate
C05526	S-Glutathionyl-L-cysteine
C06308	(-)-alpha-Pinene
C06452	(S)-2-Hydroxypropylphosphonate
C19164	Sulfur mustard
C21284	Fe-coproporphyrin III
C01443	Ouabain
C00463	Indole
C18335	7,9,12-Decaketide intermediate 6
C05414	all-trans-Phytofluene
C01213	(R)-Methylmalonyl-CoA
C14766	9-OxoODE
C16361	1,3,7-Trimethyluric acid
C00864	Pantothenate
C04676	Testololactone
C00825	Kanamycin B
C11641	3',4'-Anhydrovinblastine
C02492	1,4-beta-D-Mannan
C06337	Terephthalate
C05401	3-beta-D-Galactosyl-sn-glycerol
C20403	1-Deoxy-11beta-hydroxypentalenate
C05924	Molybdopterin
C20926	gamma-Glutamyltyramine
C06729	cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate
C14874	Glutathione episulfonium ion
C03892	Phosphatidylglycerophosphate
C21308	(S)-beta-Tyrosine
C12370	Tetracenomycin E
C04020	D-Lysopine
C14144	5-Carboxy-2-pentenoyl-CoA
C05956	Prostaglandin G2
C00587	3-Hydroxybenzoate
C04573	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate
C00018	Pyridoxal phosphate
C00048	Glyoxylate
C01667	Bacitracin
C03943	(2R,4S)-2,4-Diaminopentanoate
C06563	Genistein
C00160	Glycolate
C16344	Norlinolenic acid
C06612	cis-3-Chloro-2-propene-1-ol
C12415	Methyl nogalonate
C05757	(R)-3-Hydroxydodecanoyl-[acp]
C00197	3-Phospho-D-glycerate
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol
C06408	Precorrin 8X
C17691	2-epi-5-epi-Valiolone
C11310	1-Methyl-4-phenylpyridinium
C00402	D-Aspartate
C00054	Adenosine 3',5'-bisphosphate
C02988	L-Histidyl-tRNA(His)
C21138	trans-2-Octenal
C06368	3-(Hydrohydroxyphosphoryl)pyruvate
C05453	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one
C00307	CDP-choline
C05361	Hydrazine
C05445	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
C14279	Furfural
C09822	Cyclohexane-1-carboxylate
C02631	2-Isopropylmaleate
C18133	Deoxyshikonin
C14780	11(R)-HETE
C16643	Morphine-3-glucuronide
C02637	3-Dehydroshikimate
C06165	Macarpine
C00526	Deoxyuridine
C05379	Oxalosuccinate
C11376	SN38 glucuronide
C05964	11-Dehydro-thromboxane B2
C03451	(R)-S-Lactoylglutathione
C04230	1-Acyl-sn-glycero-3-phosphocholine
C00021	S-Adenosyl-L-homocysteine
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate
C00898	(R,R)-Tartaric acid
C15650	2,3-Diketo-5-methylthiopentyl-1-phosphate
C17960	Rhizocticin C
C04091	cis-1,2-Dihydrobenzene-1,2-diol
C06584	4-Chlorobiphenyl
C16844	Hydroxyl radical
C17559	3-Polyprenyl-4-hydroxy-5-methoxybenzoate
C06171	Codeinone
C06865	Calcitonin
C05589	L-Normetanephrine
C05651	5-Hydroxykynurenine
C17949	N-Acetyldemethylphosphinothricin
C03455	11-cis-Retinyl palmitate
C05727	S-Substituted N-acetyl-L-cysteine
C00809	(-)-Camphor
C03021	Protein asparagine
C05568	Imidazole lactate
C02587	Pyrimidodiazepine
C12083	(5Z,7E,9E,14Z,17Z)-Icosapentaenoate
C00014	Ammonia
C18629	Deoxynogalonate
C06254	Lysophospholipid
C16544	alpha-Hydroxytamoxifen
C05193	12-Hydroxydihydrochelirubine
C05546	Protein N6,N6,N6-trimethyl-L-lysine
C05498	11beta-Hydroxyprogesterone
C03574	2-Formylaminobenzaldehyde
C04780	8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate
C05446	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane
C17952	N-Acetylphosphinothricin
C00266	Glycolaldehyde
C00389	Quercetin
C15493	9-cis-Retinoic acid
C05663	6-Hydroxykynurenate
C08814	Brassinolide
C06087	Abietate
C19912	N-Arachidonoyl-phosphatidylethanolamine
C19574	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol
C14841	2-Bromophenol
C15848	Angiotensin III
C03492	D-4'-Phosphopantothenate
C19567	4-Oxo-1-(3-pyridyl)-1-butanone
C06183	L-(+)-Anaferine
C05791	D-Urobilinogen
C05847	all-trans-Polyprenyl diphosphate
C06113	L-Aspartyl-tRNA(Asn)
C16589	2-Oxosuberate
C04646	6-Thioinosine-5'-monophosphate
C00458	dCTP
C14859	Chloroacetyl chloride
C05460	(24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA
C00422	Triacylglycerol
C00590	Coniferyl alcohol
C05939	Linatine
C07211	m-Methylbenzoate
C15700	gamma-Glutamyl-gamma-aminobutyraldehyde
C00596	2-Hydroxy-2,4-pentadienoate
C09155	Phorbol
C01096	Sorbitol 6-phosphate
C13747	1,7-Dimethylxanthine
C15810	Sulfur-carrier protein
C02571	O-Acetylcarnitine
C17336	7alpha,26-Dihydroxy-4-cholesten-3-one
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine
C14808	Hepoxilin A3
C15851	Angiotensi
C09844	1,8-Cineole
C18711	Mithramycin DK
C05161	(2R,5S)-2,5-Diaminohexanoate
C02514	3-Fumarylpyruvate
C05770	Coproporphyrin III
C00354	D-Fructose 1,6-bisphosphate
C00744	Macrocin
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone
C05644	3-Methylindolepyruvate
C07653	Flutamide
C16586	2-Phenyl-1,3-propanediol monocarbamate
C11537	(2R)-3-Sulfolactate
C15900	Spheroidene
C19944	3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione
C15902	Hydroxyspheroidene
C00804	Propynoate
C13051	Nicotinic acid adenine dinucleotide phosphate
C03117	GDP-6-deoxy-D-mannose
C19161	Chromiu
C01674	Chitobiose
C04483	Deoxycholic acid
C21997	4'-Dephosphorylated 1-PEtN-KDO-lipid A
C16678	all-trans-4-Oxoretinoic acid
C21131	Protodeoxyviolaceinic acid
C06451	2-Hydroxyethylphosphonate
C05976	Aminoacyl-phosphatidylglycerol
C16571	2-Amino-3-methylbenzoate
C11435	4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol
C02947	4-Coumaroylshikimate
C07100	2,4,5-Trichlorophenoxyacetic acid
C16594	7-Mercaptoheptanoylthreonine
C07083	Styrene
C04115	4-Carboxy-4-hydroxy-2-oxoadipate
C15926	beta-L-Galactose 1-phosphate
C05785	Peroxidase
C00256	(R)-Lactate
C20562	N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate
C04555	Dehydroepiandrosterone sulfate
C21259	Nebramine
C03785	D-Tagatose 1,6-bisphosphate
C05200	3-Hexaprenyl-4,5-dihydroxybenzoate
C01844	Pravastatin
C00802	Oxalureate
C02165	Leukotriene B4
C17267	S-Sulfanylglutathione
C03114	Dimethylbenzimidazole
C00951	Estradiol-17beta
C01042	N-Acetyl-L-aspartate
C05730	Glutathionylspermidine
C19605	4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide
C00789	CDP-ribitol
C12387	Premithramycin A3
C06435	5'-Butyrylphosphoinosine
C07600	Allicin
C22119	3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate
C09621	(-)-alpha-Bisabolol
C18028	L-Fucono-1,5-lactone
C00399	Ubiquinone
C05665	3-Aminopropanal
C05952	Leukotriene E4
C17961	Rhizocticin D
C11142	Dimethyl sulfone
C17935	Cysteinyldopa
C03232	3-Phosphonooxypyruvate
C01780	Aldosterone
C00835	Sepiapterin
C03742	(S)-4-Hydroxymandelonitrile
C00832	Paromomycin
C06599	2,5-Dichloro-2,5-cyclohexadiene-1,4-diol
C02588	Retinyl palmitate
C05620	N-Acetyl-D-phenylalanine
C18902	Methylselenic acid
C07025	3'-Keto-3'-deoxy-AMP
C05623	Quercetin 3-O-glucoside
C20318	S-(1,2-Dichlorovinyl)thiol
C19975	2-Oxepin-2(3H)-ylideneacetyl-CoA
C00944	3-Dehydroquinate
C01081	Thiamin monophosphate
C03569	2,2',3-Trihydroxybiphenyl
C01721	L-Fuculose
C20949	LysW-L-glutamyl 5-phosphate
C11393	(-)-alpha-Terpineol
C16605	2H-Dibenz[b,f]azepin-2-one
C02198	Thromboxane A2
C02298	N-Acetylindoxyl
C06456	Phosphonoformate
C05748	trans-Hex-2-enoyl-[acp]
C16311	12-Oxo-9(Z)-dodecenoic acid
C00434	Double-stranded DNA
C02741	Phosphoribosyl-AMP
C06727	cis-1,2-Dihydro-3-ethylcatechol
C16826	2-cis,6-trans-Farnesyl diphosphate
C04484	4-Carboxy-2-hydroxymuconate semialdehyde
C00242	Guanine
C02046	L-Hyoscyamine
C05572	4-Oxoglutaramate
C00005	NADPH
C19156	(2S)-2-Phospholactate
C05600	2-Hydroxyhepta-2,4-dienedioate
C12212	Kanosamine
C00642	4-Hydroxyphenylacetate
C15647	2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate
C00470	Pectate
C06329	2-Chloromaleylacetate
C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde
C04520	1D-myo-Inositol 3,4,5,6-tetrakisphosphate
C21267	6'-Oxogentamicin X2
C00441	L-Aspartate 4-semialdehyde
C18893	1-Methylseleno-N-acetyl-D-galactosamine
C19945	3-Oxo-5,6-dehydrosuberyl-CoA
C13453	Xanthoxin
C14180	S-(Hydroxymethyl)glutathione
C00540	Cinnamoyl-CoA
C03688	Apo-[acyl-carrier-protein]
C18163	Bacteriochlorophyll c
C02222	2-Maleylacetate
C00859	Gibberellin A1
C00955	Indole-3-ethanol
C07208	m-Xylene
C15792	3-Dehydroteasterone
C02671	D-Glutamyl-peptide
C00090	Catechol
C01444	Oxamate
C08830	24-Methylidenecycloartanol
C00931	Porphobilinogen
C12378	Tetracenomycin B2
C06127	Digalactosylceramide sulfate
C00582	Phenylacetyl-CoA
C06771	Triethanolamine
C00406	Feruloyl-CoA
C03453	gamma-Oxalocrotonate
C19714	(E)-Phenylacetaldoxime
C16692	Mannopine
C00123	L-Leucine
C04317	1-Organyl-2-lyso-sn-glycero-3-phosphocholine
C09821	6-Oxocyclohex-1-ene-1-carbonyl-CoA
C20422	alpha-D-Ribose 1-methylphosphonate 5-triphosphate
C12420	12-Deoxyaklanonic acid
C11980	Avermectin A1a aglycone
C14858	2,2-Dichloroacetaldehyde
C00884	Homocarnosine
C18710	3A-Deolivosylpremithramycin B
C00346	Ethanolamine phosphate
C05480	Pregnanolone
C12386	Premithramycin A3'
C00499	Allantoate
C16612	Citalopram aldehyde
C20629	8-Demethylnovobiocic acid
C21574	2-Undecylpyrrole
C00813	Barbiturate
C03852	Androstan-3alpha,17beta-diol
C11539	Cobalt-precorrin 3
C01080	Reduced coenzyme F420
C13768	Colistin sulfate
C20237	alpha-Maltose 1-phosphate
C00168	Hydroxypyruvate
C05300	16alpha-Hydroxyestrone
C03680	4-Imidazolone-5-propanoate
C06204	2-Hydroxychromene-2-carboxylate
C02679	Dodecanoic acid
C15503	N,N-Dihydroxy-L-tyrosine
C16554	4-Ketoifosfamide
C05923	2,5-Diaminopyrimidine nucleoside triphosphate
C01264	2-Acetyl-1-alkyl-sn-glycero-3-phosphate
C00986	1,3-Diaminopropane
C20991	1,2-Diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
C01053	(R)-4-Dehydropantoate
C19937	(8E,10R,12Z)-10-Hydroperoxy-8,12-octadecadienoate
C00183	L-Valine
C02185	Plastoquinol-1
C00418	(R)-Mevalonate
C05431	all-trans-Neurosporene
C04314	cis-1,2-Dihydronaphthalene-1,2-diol
C15780	5-Dehydroepisterol
C03993	4-(beta-D-Glucosyloxy)benzoate
C00963	beta-D-Glucoside
C00530	Hydroquinone
C02632	2-Methylpropanoate
C03933	5-D-Glutamyl-D-glutamyl-peptide
C05356	5(S)-HPETE
C16530	Icosenoyl-CoA
C19823	UDP-2-acetamido-2,6-dideoxy-beta-L-arabino-hexos-4-ulose
C14151	delta-Tocopherol
C16216	3-Oxostearoyl-CoA
C02105	(S)-Reticuline
C00750	Spermine
C16567	Homotrypanothione
C19691	Farnesylcysteine
C14824	8(R)-HETE
C01126	(2E,6E)-Farnesol
C00827	Lactoyl-CoA
C17018	1,4-Dihydroxy-6-naphthoate
C00407	L-Isoleucine
C00447	Sedoheptulose 1,7-bisphosphate
C02657	6-Methylsalicylate
C11851	Zn-Bacteriochlorophyll a
C06720	1,6-Dihydroxy-5-methylcyclohexa-2,4-dienecarboxylate
C02137	alpha-Oxo-benzeneacetic acid
C00327	L-Citrulline
C20381	3,3'-Bipyridine-2,2',5,5',6,6'-hexol
C00753	Tungsten
C05675	Diacylglyceryl-2-aminoethylphosphonate
C16326	9(S)-HOT
C20877	Very-long-chain 3-oxoacyl-CoA
C21934	Montanoyl-CoA
C00040	Acyl-CoA
C20954	(5-Formylfuran-3-yl)methyl phosphate
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole
C20445	Dihydrosterigmatocystin
C11899	10-Deacetyl-2-debenzoylbaccatin III
C17250	Glucolesquerellin
C04932	Lipid A disaccharide
C14823	8(S)-HPETE
C20525	3-Geranylgeranylindole
C18239	Precursor Z
C04853	20-OH-Leukotriene B4
C08822	Gum arabic
C12475	Demethyldecarbamoylnovobiocin
C00903	Cinnamaldehyde
C01277	1-Phosphatidyl-1D-myo-inositol 4-phosphate
C16590	7-Oxoheptanoic acid
C00575	3',5'-Cyclic AMP
C04045	3-(3,4-Dihydroxyphenyl)pyruvate
C00067	Formaldehyde
C16656	2-Propyl-2,4-pentadienoic acid
C17219	3-(4'-Methylthio)butylmalic acid
C01231	alpha-D-Glucose 1,6-bisphosphate
C05648	5-Hydroxy-N-formylkynurenine
C05296	7alpha-Hydroxyandrost-4-ene-3,17-dione
C01115	L-Galactono-1,4-lactone
C16829	gamma-Humulene
C18354	(S)-Chiral alcohol
C21403	2-Acetamidoethylphosphonate
C12481	dTDP-5-dimethyl-L-lyxose
C17328	UDP-4-keto-rhamnose
C15867	3,4-Dehydrolycopene
C03227	3-Hydroxy-L-kynurenine
C06986	Spirodilactone
C07647	Phosphoramide mustard
C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione
C00300	Creatine
C21996	1-PEtN-KDO-lipid A
C05442	Stigmasterol
C16520	Hexadecenoyl-[acyl-carrier protein]
C00374	Heparin
C19588	Aflatoxin B1 diol
C05673	CMP-2-aminoethylphosphonate
C16654	2-n-Propyl-3-pentenoic acid
C14857	1,1-Dichloroethylene epoxide
C09024	Ajmalicine
C21750	5-Fluorodeoxyuridine diphosphate
C04590	3-(O-Geranylgeranyl)-sn-glycerol 1-phosphate
C00155	L-Homocysteine
C06568	O-Carbamoyl-deacetylcephalosporin C
C01772	trans-2-Hydroxycinnamate
C16695	Plastoquinol-9
C20971	Alamandine
C15525	Eriodictyol chalcone
C05763	trans-Hexadec-2-enoyl-[acp]
C11425	2-Hydroxy-2H-benzo[h]chromene-2-carboxylate
C21310	(8S)-3',8-Cyclo-7,8-dihydroguanosine 5'-triphosphate
C00826	L-Arogenate
C19590	6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione
C05595	4-Hydroxyphenylacetylglutamic acid
C01594	Linamarin
C04186	5-Carboxymethyl-2-hydroxymuconate
C11887	Abietal
C20530	Paspaline
C16655	2-n-Propyl-4-oxopentanoic acid
C16632	alpha-Fluoro-beta-alanine
C00309	D-Ribulose
C05108	14-Demethyllanosterol
C14872	Thiodiacetic acid
C11526	5-PP-InsP5
C06586	2,3-Dihydroxy-4'-chlorobiphenyl
C11522	24-Methylenelophenol
C00573	Keratan sulfate
C15801	6-Deoxotyphasterol
C01697	Galactitol
C14792	(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene
C12144	Phytosphingosine
C03819	1-Acylglycerophosphoinositol
C18096	D-Allulose 6-phosphate
C03733	UDP-alpha-D-galactofuranose
C11909	dTDP-3-oxo-4,6-dideoxy-D-glucose
C07212	o-Xylene
C21012	[Protein]-N(epsilon)-(carboxyethyl)lysine
C20452	Norsolorinic acid
C03230	(Indol-3-yl)glycolaldehyde
C01990	3-Oxalomalate
C18293	Nonaketamide monocyclic intermediate
C05271	trans-Hex-2-enoyl-CoA
C04824	Lipid X
C05524	Aminoacyl-L-methionine
C00247	L-Sorbose
C11996	Methymycin
C02575	Pentachlorophenol
C11538	Cobalt-sirohydrochlorin
C21357	3-Hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-[acp]
C04593	(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate
C05113	Porphyrin
C03089	5-Methylthio-D-ribose
C00085	D-Fructose 6-phosphate
C07335	2-Amino-3-oxo-4-phosphonooxybutyrate
C05297	19-Oxoandrost-4-ene-3,17-dione
C16512	Palmitoylethanolamide
C05843	N1-Methyl-4-pyridone-5-carboxamide
C14767	9(S)-HODE
C16324	9,10-EOT
C00299	Uridine
C00515	D-Ornithine
C05371	Microcystin LR
C05301	2-Hydroxyestradiol
C12213	Kanosamine 6-phosphate
C16388	(3R,6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapentaenoyl-CoA
C11982	Avermectin A1a monosaccharide
C20316	4-Nitrosobiphenyl
C01300	6-(Hydroxymethyl)-7,8-dihydropterin
C12211	UDP-kanosamine
C06010	(S)-2-Acetolactate
C11992	L-Oleandrosyl-oleandolide
C19609	Nickel(2+)
C16428	trans-Zeatin riboside triphosphate
C06173	Thebaine
C21253	Kanamycin D
C14852	Benzo[a]pyrene-7,8-diol
C16999	Futalosine
C05825	2-Amino-5-oxohexanoate
C05635	5-Hydroxyindoleacetate
C02035	Gibberellin A20
C02923	2,3-Dihydroxytoluene
C16666	Vanillylamine
C03239	6-Amino-2-oxohexanoate
C01142	(3S)-3,6-Diaminohexanoate
C05682	Phosphonoacetate
C05750	3-Oxooctanoyl-[acp]
C00681	1-Acyl-sn-glycerol 3-phosphate
C07734	2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate
C06660	Clavaminic acid
C16479	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate
C21327	(R)-2-Aza-beta-tyrosyl-[pcp]
C16569	Glycinexylidide
C16038	2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine
C16638	O-Phosphoseryl-tRNA(Sec)
C03372	Acylglycerone phosphate
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate
C00533	Nitric oxide
C03595	8,11,14-Eicosatrienoyl-CoA
C18323	3-Methylfumaryl-CoA
C20264	L-threo-Tetrahydrobiopterin
C00107	Dipeptide
C16592	Atropaldehyde
C16662	L-alpha-Acetyl-N,N-dinormethadol
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine
C16615	6-Methylthiopurine 5'-monophosphate ribonucleotide
C21208	dTDP-acarviose-7-phosphate
C20772	3-[(1-Carboxyvinyl)oxy]benzoate
C02946	4-Acetamidobutanoate
C18799	5-Methyl-H4SPT
C06318	(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate
C01726	D-Lombricine
C14453	4-Bromophenol
C06365	alpha-Kojibiosyldiacylglycerol
C19972	2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose
C07660	Levofloxacin
C00390	Ubiquinol
C00475	Cytidine
C17217	Dihomomethionine
C20977	8-Demethyl-8-(2,3,4-tri-O-methyl-alpha-L-rhamnosyl)tetracenomycin C
C01060	3,5-Diiodo-L-tyrosine
C16152	Blue pigment
C19602	4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone
C18314	Phthalate 3,4-cis-dihydrodiol
C01024	Hydroxymethylbilane
C05487	17alpha,21-Dihydroxypregnenolone
C05807	2-Polyprenylphenol
C19488	7,12-Dimethylbenz[a]anthracene
C11542	Cobalt-precorrin 6
C02362	2-Oxosuccinamate
C05793	L-Urobilin
C18152	3-Vinylbacteriochlorophyllide a
C02090	Trypanothione
C04046	3-D-Glucosyl-1,2-diacylglycerol
C16203	Anthracene-cis-1,2-dihydrodiol
C19760	(2Z,6Z)-Farnesyl diphosphate
C16588	2-Oxopimelate
C17242	S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine
C05652	4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate
C21015	gamma-L-Glutamyl-L-2-aminobutyrate
C06767	Hemine
C17337	7alpha-Hydroxy-3-oxo-4-cholestenoate
C14831	8(R)-HPODE
C15850	Angiotensi
C21573	4-Keto-2-undecylpyrroline
C03589	4-Hydroxy-2-oxopentanoate
C13508	Sulfoquinovosyldiacylglycerol
C05554	Aerobactin
C00693	trans-2,3-Dehydroacyl-[acyl-carrier protein]
C15777	Episterol
C17551	2-Polyprenyl-6-hydroxyphenol
C21176	3''-Oxoribostamycin
C13629	1,2-Bis(4-hydroxyphenyl)-2-propanol
C12476	Decarbamoylnovobiocin
C16584	p-Hydroxyfelbamate
C05688	L-Selenocysteine
C06426	(6Z,9Z,12Z)-Octadecatrienoic acid
C06007	(R)-2,3-Dihydroxy-3-methylpentanoate
C06754	Chloroacetaldehyde
C21254	3''-Deamino-3''-hydroxykanamycin B
C21251	6'-Oxokanamycin X
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole
C03043	(R)-6-Hydroxynicotine
C00340	Reduced rubredoxin
C05447	(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
C00134	Putrescine
C00620	alpha-D-Ribose 1-phosphate
C07185	Valproic acid
C07047	Ifosfamide
C20614	Kanamycin X
C16318	(+)-7-Isomethyljasmonate
C03648	cis-3,4-Leucopelargonidin
C08057	Cycloserine
C06049	N-Formylderivatives
C17401	Cobalt-factor III
C03598	CDP-3,6-dideoxy-D-glucose
C00009	Orthophosphate
C06199	Hordenine
C08412	Glucoiberverin
C00323	Caffeoyl-CoA
C06575	p-Cymene
C04227	Octopamine
C05729	R-S-Cysteinylglycine
C21072	Palmitoleoyl-CoA
C05828	Methylimidazoleacetic acid
C01036	4-Maleylacetoacetate
C03826	2-Dehydro-3-deoxy-D-xylonate
C01031	S-Formylglutathione
C12002	5-O-beta-D-Mycaminosyltylonolide
C06305	(-)-Camphene
C05773	Cobyrinate
C15905	Hydroxyspheroidenone
C01159	2,3-Bisphospho-D-glycerate
C01823	Kanamycin C
C14769	8,9-EET
C05606	Melanin
C05942	Pyrrole-2-carboxylate
C14812	12(R)-HPETE
C07585	N-Acetylisoniazid
C01727	Lumichrome
C01943	Obtusifoliol
C04672	(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid
C14807	12-OxoETE
C19891	1D-chiro-Inositol
C00954	Indole-3-acetate
C18296	5a,11a-Dehydrooxytetracycline
C00464	Mannan
C14610	(S)-5-Oxo-2,5-dihydrofuran-2-acetate
